"Timestamp","Are you a university student?","Are you Taking your online Classes during this COVID-19 pandemic?","Are your classes are through the live sessions or recorded?","What is your age?","Gender?","From Which Country you Belong?","Your institute is private or government?","In which Institute you are studying?","Degree Level?","Your Program Name?","Which Tool you are using during online learning?","Which platform your tool support?","Is the lecture's material shared with you well after the Online session?","Are you Facing Internet issue during your online class?","Does your tool support recording while live session?","Does your tool shows live subtitles during lecture?","Does Tool has feature for Assignment submission?","Does Assignment feature contain grading option?","Does tool have quiz submission option?","Does quiz feature contain evaluation option?","Is chat room is available in your tool?  ","Is there any feature available for your attendance?","Does your tool have a whiteboard feature?","Does your tool have a one-to-one communication (Private chat with the instructor or student) feature?","Does your tool have a Screenshare feature?","Does your tool have a scheduling or reminder feature?","Does your tool support an online quiz?","Does your tool have the feature ""Raise hand"" during the live session for the question?","Have your recived notification from tool when your class has been started?","Where you get help for your study in addition to live sessions?","Rate your Answer [Are you Satisfied from your Classes?]","Rate your Answer [Is the specific tool is availble easily?]","Rate your Answer [How good Audio and Video Quality of the Online Class?]","Rate your Answer [How good your internet connection is while taking online class?]","Rate your Answer [How often you feel interruption during your online class?]","Your Suggestions regarding the improvement of Online Classes?","If You Want to add any feature, in a specific Tool? Please Mention.","How to improve this Survey form? ","","","","","","","",""
"2020/05/03 3:45:00 am GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Government","Comsats ","Undergraduate","Computer Science","Microsoft Teams","Windows","No","No","Yes","No","Yes","Yes","Yes","Maybe","Yes","No","Yes","Yes","Yes","Yes","No","No","No","YouTube","1","5","4","3","3","","Class Notification;Raise Hand during session","","","","","","","","",""
"2020/05/03 3:46:48 am GMT+5","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/05/03 3:46:52 am GMT+5","Yes","Yes","Recorded","24-28","Female","Pakistan","Private","Institute of Southern Punjab, Pakistan ","Postgraduate","Computer Science","Isp student portal LMS","Windows;Android","Yes","Yes","No","No","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","YouTube","3","2","1","2","1","Isp student portal LMS need alot of improvements, with some suitable features like other platform or other LMS portal of universities are providing. ","Audio/Video Calling;Screen Sharing;Screen Recording;White Board;Live subtitles;Lecture materials;Class Notification;Attendance;One to one Communication;Assignment Upload/Evaluation","Its satisfactory. ","","","","","","","",""
"2020/05/03 3:47:27 am GMT+5","Yes","Yes","Live Session","24-28","Female","Pakistan","Government","Erozgaar","Graduate","Computer Science","Facebook live streaming","Windows","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","YouTube","4","4","4","4","4","Nothing","Audio/Video Calling","Nothing","","","","","","","",""
"2020/05/03 3:48:34 am GMT+5","Yes","Yes","Live Session","Above 35","Male","Pakistan","Private","Abasyeen University","Postgraduate","Computer Science","Google Meet","Android","Yes","Yes","Yes","Maybe","Maybe","No","Maybe","Maybe","Yes","No","No","Yes","Yes","No","No","No","No","YouTube","2","1","3","1","1","","Class Notification","Not required","","","","","","","",""
"2020/05/03 3:51:37 am GMT+5","Yes","Yes","Recorded","17-23","Female","Pakistan","Private","institute of southern Punjab multan ","Postgraduate","Computer Science","Skype","Windows;Linux","Yes","Yes","Yes","Maybe","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","No","No","YouTube","4","4","4","2","2","classes should be started normally in institutions ","Audio/Video Calling;Raise Hand during session","","","","","","","","",""
"2020/05/03 3:53:51 am GMT+5","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/05/03 3:54:53 am GMT+5","Yes","Yes","Recorded","29-35","Male","Pakistan","Private","ISP Multan","Postgraduate","Computer Science","Google Chrome ","Windows","Yes","No","No","No","Yes","Yes","Yes","No","Yes","No","No","No","No","No","Yes","No","Yes","YouTube","4","4","2","5","3","Nill","Attendance;Raise Hand during session;One to one Communication;Assignment Upload/Evaluation;Quiz Upload/Evaluation","No Improvement Required ","","","","","","","",""
"2020/05/03 3:57:16 am GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Private","Bahria University Islamabad ","Postgraduate","Data Science ","Zoom;Microsoft Teams","Windows;Android;Mac","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Coursera","3","4","2","2","1","","White Board;Live subtitles;One to one Communication","","","","","","","","",""
"2020/05/03 3:58:02 am GMT+5","Yes","Yes","Recorded","24-28","Male","Pakistan","Private","ISP Multan ","Postgraduate","Computer Science","ISP portal","Windows;Android","Yes","No","No","Maybe","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","YouTube","2","3","3","3","3","Audio vedio communication ","Audio/Video Calling","Very good ","","","","","","","",""
"2020/05/03 3:58:42 am GMT+5","Yes","Yes","Recorded","24-28","Female","Pakistan","Private","Agriculture University of fsidalabad","Undergraduate","Physics","Zoom","Android","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","No","Coursera","1","2","1","1","1","","Audio/Video Calling","","","","","","","","",""
"2020/05/03 3:59:32 am GMT+5","Yes","Yes","Live Session","24-28","Female","Pakistan","Private","Institute of southern punjab ","Postgraduate","Computer Science","Zoom;Skype","Windows;Android","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","No","No","YouTube","4","4","4","2","4","Yes live sessions will b more helpful than recorded..Please DO something for it","Live subtitles;Raise Hand during session","By giving views ","","","","","","","",""
"2020/05/03 3:59:42 am GMT+5","Yes","Yes","Recorded","29-35","Male","Pakistan","Private","Abasyn University","Graduate","Computer Science","Zoom;Google Meet","Windows;Android","Yes","No","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","YouTube","1","1","1","2","1","","Sceduling of Classes;Assignment Upload/Evaluation","","","","","","","","",""
"2020/05/03 4:01:14 am GMT+5","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/05/03 4:01:24 am GMT+5","Yes","Yes","Recorded","29-35","Female","Pakistan","Private","Abasyn","Postgraduate","Computer Science","Zoom;Google Meet","Windows;Android","Yes","Yes","Yes","Maybe","No","No","Maybe","Maybe","No","No","No","Yes","No","No","No","Yes","No","YouTube","2","3","3","2","1","","Screen Sharing;Class Notification;One to one Communication","","","","","","","","",""
"2020/05/03 4:03:18 am GMT+5","Yes","Yes","Live Session","24-28","Male","Pakistan","Private","Abasyn University Islamabad Campus","Postgraduate","Computer Science","Google Meet","Windows","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","YouTube","3","4","2","4","2","","Screen Recording;White Board;Lecture materials;Class Notification;Raise Hand during session","","","","","","","","",""
"2020/05/03 4:04:46 am GMT+5","Yes","Yes","Recorded","24-28","Female","Pakistan","Private","Institute of southern Punjab","Postgraduate","Computer Science","ISP students portal","Windows","Yes","No","Yes","No","Yes","Yes","No","No","Yes","Yes","No","No","No","Yes","No","Yes","Yes","YouTube","3","3","3","3","3","It is good ","One to one Communication","It's good already","","","","","","","",""
"2020/05/03 4:04:49 am GMT+5","Yes","Yes","Live Session","24-28","Male","Pakistan","Private","ISP multan","Postgraduate","Computer Science","Google Meet","Android","Yes","Yes","No","Maybe","No","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","No","YouTube","2","2","3","1","1","Online class are good for city areas, but not good for rural areas. So i do not like it","Screen Recording;White Board;Class Notification;Attendance","Servey form is good . Every thing is explained ","","","","","","","",""
"2020/05/03 4:06:04 am GMT+5","Yes","Yes","Recorded","17-23","Male","Pakistan","Government","Khyber college of dentistry","Undergraduate","BDS","Classo room","Android","No","Yes","No","Maybe","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","No","Yes","YouTube","1","4","4","2","1","Using white board","White Board;Live subtitles;Attendance;Raise Hand during session","","","","","","","","",""
"2020/05/03 4:06:31 am GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Private","Abasyn university islamabad campus ","Undergraduate","Electrical Engineering","Zoom","Android","Yes","Yes","No","Maybe","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","YouTube","1","1","1","1","1","Its not good because we can't see our future bright by passing out on online classes ","One to one Communication","Its quite well but the best part is that PEC or HEC should take action on this issue and finish this online sessions","","","","","","","",""
"2020/05/03 4:07:32 am GMT+5","Yes","Yes","Recorded","24-28","Female","Pakistan","Government","Shaik Khalifa Bin Zayed Al-Nahyan Medical and Dental college ","Doctorate","Nursing","Microsoft Teams;Google Meet","Windows;Android","Yes","No","No","Maybe","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","YouTube","3","4","4","4","3","No specific suggestion","Screen Sharing;Screen Recording;White Board;Live subtitles;Attendance;Raise Hand during session","No need to improve ","","","","","","","",""
"2020/05/03 4:10:01 am GMT+5","Yes","Yes","Recorded","29-35","Male","Pakistan","Private","Institute of Southern Punjab Multan","Postgraduate","Computer Science","Google Meet","Android","Yes","Yes","Yes","Maybe","Yes","Yes","Maybe","Maybe","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","Google","4","4","3","2","3","","One to one Communication","","","","","","","","",""
"2020/05/03 4:10:55 am GMT+5","Yes","Yes","Live Session","24-28","Male","Pakistan","Private","COMSATS University Islamabad","Postgraduate","Computer Science","Microsoft Teams","Windows;Android","Yes","Yes","Yes","Maybe","Maybe","No","Maybe","Maybe","Yes","No","No","No","Yes","Yes","No","Yes","No","YouTube","5","4","4","3","2","Government should provide good speed internet connection. ","White Board;Sceduling of Classes;Class Notification;Attendance;Raise Hand during session;Assignment Upload/Evaluation;Quiz Upload/Evaluation","Review the questions, you will get the mistakes. ","","","","","","","",""
"2020/05/03 4:11:51 am GMT+5","Yes","Yes","Recorded","17-23","Female","Pakistan","Government","GCUF","Postgraduate","Physics","Ppt with audio","Android","Yes","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No","No","YouTube","3","2","1","3","1","Noise, net, electricity issues during live classes","Screen Sharing","No need to improve","","","","","","","",""
"2020/05/03 4:12:29 am GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Government","International Islamic University","Undergraduate","Software Engineering","GoToMeeting","Windows;Android;IOS","Yes","No","Yes","No","No","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","YouTube","3","4","3","4","3","","White Board;Live subtitles;Sceduling of Classes;Class Notification;Attendance;Raise Hand during session;Assignment Upload/Evaluation;Quiz Upload/Evaluation","","","","","","","","",""
"2020/05/03 4:14:08 am GMT+5","Yes","Yes","Recorded","29-35","Male","Pakistan","Private","Institute of southern Punjab multan ","Postgraduate","Computer Science","LMS portal","Windows","No","No","No","Maybe","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","No","Yes","YouTube","4","5","5","5","3","","Attendance","","","","","","","","",""
"2020/05/03 4:16:42 am GMT+5","Yes","Yes","Live Session","29-35","Male","Pakistan","Private","Institute of Southern Punjab Multan","Postgraduate","Computer Science","Google Meet","Windows;Android","Yes","No","Yes","Yes","Yes","Yes","Maybe","Maybe","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","YouTube","5","5","5","4","1","","White Board","","","","","","","","",""
"2020/05/03 4:17:49 am GMT+5","Yes","Yes","Live Session","24-28","Female","Pakistan","Private","Institute of Southern Punjab Multan","Postgraduate","Computer Science","Isp lms","Windows","Yes","No","Yes","Maybe","Yes","No","No","No","Yes","No","No","No","No","No","No","No","Yes","YouTube","3","3","4","4","3","","White Board;Live subtitles;Attendance;Raise Hand during session;One to one Communication","","","","","","","","",""
"2020/05/03 4:19:18 am GMT+5","Yes","Yes","Recorded","17-23","Female","Pakistan","Government","Iiui","Graduate","Education","Skype;Whatsapp.   Google classroom","Windows","Yes","Yes","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","No","Yes","YouTube","3","4","2","3","3","","Audio/Video Calling;White Board;Sceduling of Classes;Attendance;Raise Hand during session;One to one Communication;Assignment Upload/Evaluation;Quiz Upload/Evaluation","","","","","","","","",""
"2020/05/03 4:19:38 am GMT+5","Yes","Yes","Recorded","24-28","Female","Pakistan","Private","ISP","Postgraduate","Computer Science","Zoom","Windows","Yes","Yes","No","Maybe","Yes","No","Maybe","Maybe","Yes","No","No","Yes","No","Yes","No","Yes","Yes","YouTube","2","4","3","1","3","Net free world ","Audio/Video Calling;Attendance;Quiz Upload/Evaluation","Good","","","","","","","",""
"2020/05/03 4:19:50 am GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Private","University of gujrat ","Doctorate","Physics","Face Time","IOS","Yes","Yes","No","Maybe","No","No","Maybe","Maybe","No","Yes","No","No","Yes","Yes","Yes","No","No","YouTube","3","4","3","3","2","","Screen Recording;White Board;Class Notification;Raise Hand during session","","","","","","","","",""
"2020/05/03 4:21:37 am GMT+5","Yes","Yes","Live Session","24-28","Male","Pakistan","Private","Comsats University Islamabad","Postgraduate","Computer Science","Zoom;Microsoft Teams;Skype","Windows","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","No","No","Yes","Yes","No","No","Yes","YouTube","3","3","3","3","3","","Audio/Video Calling;Screen Sharing;Screen Recording","Do the Best","","","","","","","",""
"2020/05/03 4:22:35 am GMT+5","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/05/03 4:22:43 am GMT+5","Yes","Yes","Recorded","29-35","Male","Pakistan","Private","Institute of southern punjab multan","Postgraduate","Computer Science","LMS","Windows","Yes","No","Yes","Maybe","Yes","Yes","Maybe","Maybe","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","YouTube","4","4","4","4","4","","Audio/Video Calling","","","","","","","","",""
"2020/05/03 4:23:24 am GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Government","Comsats islamabad ","Postgraduate","Computer Science","Microsoft Teams","Windows","Yes","Yes","Yes","No","Yes","Yes","Maybe","Maybe","Yes","No","Yes","No","Yes","Yes","Yes","No","No","YouTube","2","3","1","1","1","","Screen Recording;White Board;Live subtitles;Chat Room;Class Notification;One to one Communication","","","","","","","","",""
"2020/05/03 4:23:58 am GMT+5","Yes","Yes","Recorded","29-35","Female","Pakistan","Private","institute of southern punjab","Postgraduate","Computer Science","isp LMS","Windows","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes","Yes","No","No","Yes","YouTube","1","3","3","2","3","request for live session and do something for attendance","Audio/Video Calling","","","","","","","","",""
"2020/05/03 4:25:14 am GMT+5","Yes","Yes","Recorded","24-28","Male","Pakistan","Government","CUI Islamabad ","Postgraduate","Mathematics","Microsoft Teams","Windows","Yes","Yes","Yes","Maybe","Yes","Yes","Maybe","Maybe","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","YouTube","4","5","4","3","3","","Live subtitles","","","","","","","","",""
"2020/05/03 4:25:45 am GMT+5","Yes","Yes","Live Session","24-28","Male","Pakistan","Government","Comsats University Islamabad ","Graduate","Computer Science","Microsoft Teams","Windows;Android","Yes","Yes","Yes","No","Maybe","No","Maybe","Maybe","Yes","No","No","No","Yes","Yes","No","No","Yes","Coursera","2","3","2","1","2","I would like to say that please consider each and every student of the pakistan as pakistani as you all know our technology ...and the internet facility is not avaliable for every student like remote areas especially ex-fata ...please treat the ex-fata student like other pakistani too as we all are too belong here and we have right too to get this type of education in a good way not like receive notification from university that if cant attend the classes then go and freeze you semester is that what we had paid for. HEC should take action against such notifications as it is the responsibility of the university to deliver education to their each and every student. ","White Board;Live subtitles;Raise Hand during session;One to one Communication","Should add questions about students from remote areas and should add questions about our internet technology system that how much we had satisfied with it are the network provider are providing the best quality of internet or not ","","","","","","","",""
"2020/05/03 4:26:19 am GMT+5","Yes","Yes","Live Session","24-28","Female","Pakistan","Government","COMSATS ISB","Graduate","Computer Science","Microsoft Teams","Windows","Yes","No","Yes","Maybe","Yes","No","Maybe","Maybe","Yes","Yes","No","No","Yes","Yes","Yes","No","No","YouTube","3","4","3","4","4","","Class Notification;Raise Hand during session","","","","","","","","",""
"2020/05/03 4:26:47 am GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Private","Capital University of Science & Technology","Undergraduate","Computer Science","Microsoft Teams","Windows;Android;IOS","Yes","Yes","Yes","Maybe","Yes","Yes","Yes","Maybe","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Google","2","4","4","2","2","Use Google Classroom, Miro for whiteboard","White Board;Class Notification;Attendance;Raise Hand during session;University Education Environment. ","","","","","","","","",""
"2020/05/03 4:31:08 am GMT+5","Yes","Yes","Recorded","24-28","Female","Pakistan","Private","ISP","Postgraduate","Computer Science","Google Meet","Windows","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","YouTube","2","3","3","3","1","Everything is going very smooth ","Assignment Upload/Evaluation","None","","","","","","","",""
"2020/05/03 4:32:49 am GMT+5","Yes","Yes","Recorded","17-23","Female","Pakistan","Government","Iiui","Undergraduate","Education ","Skype;Watsap ","Android","Yes","Yes","No","Maybe","Yes","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","YouTube","2","3","3","5","5","","Audio/Video Calling;Screen Sharing;Screen Recording;Live subtitles;Raise Hand during session","","","","","","","","",""
"2020/05/03 4:34:30 am GMT+5","Yes","Yes","Recorded","24-28","Male","Pakistan","Private","Institute of Southern Punjab Multan ","Postgraduate","Computer Science","Student Portal ","Windows","Yes","Yes","No","No","Yes","Yes","Maybe","Maybe","Yes","No","No","Yes","No","Yes","Yes","No","Yes","YouTube","3","3","3","1","2","","Attendance","","","","","","","","",""
"2020/05/03 4:34:46 am GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Private","Superior university lahore ","Graduate"," BS Aviation menegnent ","Zoom;Google Meet","Android","No","Yes","Yes","Maybe","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","YouTube","1","2","4","1","1","Requested to teachers plz live vedio call kia kren","Audio/Video Calling","Hame iska response kb or kese mile ga ","","","","","","","",""
"2020/05/03 4:37:59 am GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Private","Bilquis post graduate College for women PAF NUR Khan base Rawalpindi ","Graduate","Phsychology","Zoom","Android","Yes","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Nowhere ","2","3","2","3","4","There should be ended because learning is zero..students arr just taking for fun ","Class Notification;Assignment Upload/Evaluation;Quiz Upload/Evaluation","It is good","","","","","","","",""
"2020/05/03 4:37:59 am GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Government","International Islamic University Islamabad ","Graduate","Education ","Skype;Google Classroom","IOS","No","Yes","No","Maybe","Maybe","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","EDX","1","1","1","1","1","Very difficult to take classes like this😪😪😪😪","Audio/Video Calling;Screen Recording;Attendance;Assignment Upload/Evaluation;Quiz Upload/Evaluation","","","","","","","","",""
"2020/05/03 4:38:57 am GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Private","CUST","Undergraduate","Computer Science","Microsoft Teams","Windows;Android;IOS;Mac;Linux","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","YouTube","2","3","3","3","3","Please avoid irrelevant assignments ","Live subtitles","","","","","","","","",""
"2020/05/03 4:40:17 am GMT+5","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/05/03 4:46:14 am GMT+5","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/05/03 4:46:21 am GMT+5","Yes","Yes","Recorded","29-35","Female","Pakistan","Private","Institute of Southern punjab","Postgraduate","Computer Science","Zoom","Windows","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Yes","YouTube","4","4","4","3","4","To add online quiz features","Quiz Upload/Evaluation","To add more features regarding online classes","","","","","","","",""
"2020/05/03 4:46:51 am GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Government","KMU institute of dental sciences","Undergraduate","Bachelor of dental surgery (BDS)","Zoom;Google Meet;Skype","Android","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","YouTube","1","2","1","1","1","there should be no online lollypop(chutyapa) given to students.....we pay high fees only for study in the college.....if i want to study like this then i should get admission in allama iqbal open university and get my degree at home....

plzz don't do anymore sich kinda chutyapa","Audio/Video Calling;Screen Sharing;Screen Recording;White Board;Live subtitles;Chat Room;Lecture materials;Sceduling of Classes;Class Notification;Attendance;Raise Hand during session;One to one Communication;Assignment Upload/Evaluation;Quiz Upload/Evaluation","send it to all ur friends and other WhatsApp groups such as uncle majboor","","","","","","","",""
"2020/05/03 4:48:16 am GMT+5","Yes","Yes","Recorded","24-28","Male","Pakistan","Private","Institute Of Southern Punjab Multan","Postgraduate","Computer Science","Youtube ","Windows;Android;IOS;Mac;Linux","Yes","No","Yes","Maybe","Maybe","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","YouTube","3","3","4","4","3","Live Session","Audio/Video Calling;Screen Sharing;Screen Recording;Attendance;Raise Hand during session;One to one Communication;Assignment Upload/Evaluation","Nothing","","","","","","","",""
"2020/05/03 4:48:50 am GMT+5","Yes","Yes","Recorded","17-23","Female","Pakistan","Government","GCUF","Graduate","Computer Science","Whatsapp slides","Android;Whatsapp","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","Yes","No classes are  held","2","2","2","4","2","No online classes in  such penadamic their must be a semester break","Chat Room","","","","","","","","",""
"2020/05/03 4:50:14 am GMT+5","Yes","Yes","Recorded","17-23","Female","Pakistan","Private","International Islamic university Islamabad","Undergraduate","Bs education ","Whats app","Mob","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Google","2","4","4","1","4","Online class is better because easily understand the lecture but some confusion in lecture ","Audio/Video Calling","It's very difficult take online classes .... ","","","","","","","",""
"2020/05/03 4:55:13 am GMT+5","Yes","Yes","Live Session","24-28","Male","Pakistan","Private","ISP Multan","Postgraduate","Computer Science","LMS","Windows","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","No","No","Yes","No","No","No","No","No","YouTube","1","4","1","1","1","","Audio/Video Calling;Screen Sharing;Screen Recording;White Board;Live subtitles;Chat Room;Lecture materials;Sceduling of Classes;Class Notification","","","","","","","","",""
"2020/05/03 4:58:59 am GMT+5","Yes","Yes","Recorded","24-28","Female","Pakistan","Private","Institute of Southern Punjab Multan","Postgraduate","Computer Science","Student Portal","Windows","Yes","Yes","No","No","Yes","Yes","Maybe","Yes","Yes","No","No","Yes","No","No","No","No","Yes","YouTube","3","3","3","2","3","","Attendance","","","","","","","","",""
"2020/05/03 5:01:04 am GMT+5","Yes","Yes","Recorded","24-28","Female","Pakistan","Private","Institute of southern punjab multan ","Postgraduate","Computer Science","Isp portal","Windows","No","No","Yes","Maybe","Yes","Yes","Maybe","Maybe","Yes","No","No","Yes","No","Yes","No","Yes","Yes","YouTube","1","5","2","5","4","Keep live session,do explanation like on whiteboard. In recorded lecture make sure audio is not miss during lecture. Provide material in soft form.","Audio/Video Calling;White Board;Lecture materials","It is good","","","","","","","",""
"2020/05/03 5:03:06 am GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Government","Islamic international university ","Undergraduate","Education ","Zoom;Skype","Android","Yes","Yes","Yes","Maybe","Yes","Yes","Maybe","Maybe","No","Yes","No","No","Yes","No","No","Yes","Yes","YouTube","2","2","1","2","3","","White Board;Quiz Upload/Evaluation","","","","","","","","",""
"2020/05/03 5:03:33 am GMT+5","Yes","Yes","Recorded","17-23","Female","Pakistan","Private","International Islamic University","Postgraduate","Envirnonmental Science","Zoom;WhatsApp","Android","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","Yes","No","No","Yes","No","No","YouTube","3","3","1","3","1","Introduce some new website in which we attend leacture any time when internet connection is available","White Board;Assignment Upload/Evaluation","","","","","","","","",""
"2020/05/03 5:07:53 am GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Private","comsat islamabad","Undergraduate","computer engineering ","Microsoft Teams","iphone ","Yes","Yes","Yes","Maybe","Maybe","Yes","Maybe","Maybe","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","YouTube","2","2","1","1","2","","Class Notification","","","","","","","","",""
"2020/05/03 5:13:37 am GMT+5","Yes","Yes","Recorded","24-28","Female","Pakistan","Private","Insititute of southern punjab ","Postgraduate","Computer Science","Lms. portal ","Windows","Yes","Yes","No","No","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","YouTube","3","4","4","3","3","share live screen and by audio voice during discusion ask question nt by text form","Audio/Video Calling;Screen Sharing;Screen Recording;Class Notification;Attendance;One to one Communication;Quiz Upload/Evaluation","","","","","","","","",""
"2020/05/03 5:24:09 am GMT+5","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/05/03 5:26:37 am GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Private","Riphah International University","Undergraduate","Computer Science","Microsoft Teams","Windows","No","Yes","No","No","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No","No","YouTube","3","3","3","3","3","Need trainers to be trained properly","One to one Communication","its ok","","","","","","","",""
"2020/05/03 5:29:18 am GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Government","COMSATS university Islamabad, Pakistan ","Graduate","Computer Science","Microsoft Teams","Windows;Android;IOS","Yes","No","No","No","Maybe","No","Maybe","Maybe","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","YouTube","4","4","4","4","4","Overall session is satisfactory to save time","Lecture materials;Raise Hand during session;Quiz Upload/Evaluation","This survey is Satisfactory ","","","","","","","",""
"2020/05/03 5:31:17 am GMT+5","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/05/03 5:32:51 am GMT+5","Yes","Yes","Live Session","24-28","Male","Pakistan","Private","Comsats university Islamabad ","Graduate","Computer Science","Microsoft Teams","Windows","Yes","Yes","Yes","No","Yes","Yes","Maybe","Maybe","Yes","No","No","Yes","Yes","Yes","No","No","Yes","Coursera","2","1","2","2","2","","Screen Sharing;White Board;Live subtitles","","","","","","","","",""
"2020/05/03 5:34:05 am GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Private","Riphah international university i14 campus isl","Undergraduate","Computer Science","Zoom","Android","Yes","Yes","No","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","YouTube","2","1","3","3","2","Sir please stop the quize online they are very difficult and little mistake we  get zero marks.Why?","Sir please low the course we are new in university just 1week","Yes","","","","","","","",""
"2020/05/03 5:38:14 am GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Government","COMSATS University Islamabad","Undergraduate","Computer Science","Microsoft Teams","Windows;Android;IOS;Mac;Linux","Yes","Yes","Yes","No","Yes","Yes","Yes","Maybe","Yes","No","No","Yes","Yes","No","Yes","No","No","Books","1","4","2","2","1","provide us a proper internet connection","Attendance","","","","","","","","",""
